facility_id,location_descriptive_name_common_name,official_station_name,street_address,city,state,zip_code,station_phone_number,station_fax_number,cemetery_type,cemetery_operations,latitude,longitude
1041,Cheltenham Veterans State Cemetery,Cheltenham Veterans Cemetery,11301 Crain Highway,Cheltenham,MD,20623,,,State,Open,38.7360611,-76.82516404
1042,Crownsville Veterans State Cemetery,Crownsville Veterans Cemetery,1122 Sunrise Beach Rd,Crownsville,MD,21032,,,State,Open,39.0634879,-76.59339479
1043,Rocky Gap Veterans State Cemetery,Rocky Gap Veterans Cemetery,14205 Pleasant Valley Rd NE,Flintstone,MD,21530,,,State,Open,39.71844567,-78.63639584
1044,Eastern Shore Veterans State Cemetery,Eastern Shore Veterans Cemetery,6827 E New Market Ellwood Rd,Hurlock,MD,21643,,,State,Open,38.66940946,-75.89921305
1045,Garrison Forest Veterans State Cemetery,Garrison Forest Veterans Cemetery,11501 Garrison Forest Rd,Owings Mills,MD,21117,,,State,Open,39.43960967,-76.76822948
1046,Massachusetts Veterans State Cemetery at Agawam,Massachusetts State Veterans' Cemetery Agawam,1390 Main St,Agawam,MA,01001,,,State,Open,42.04906966,-72.61628705
1047,Winchedon Veterans State Cemetery,Winchedon Veterans' Cemetery,111 Glenallen St,Winchendon,MA,01475,,,State,Open,42.68532258,-72.01788209
1048,Minnesota Veterans State Cemetery,Minnesota State Veterans Cemetery,15550 Highway 115,Little Falls,MN,56345,,,State,Open,46.0728766,-94.3296774
1050,Mississippi Veterans Memorial State Cemetery,Newton,248 Honor Circle,Newton,MS,39345,,,State,Open,32.31676995,-89.15545719
1051,Missouri State Veterans Cemetery at Bloomfield,"Missouri State Veterans Cemetery Bloomfield, Mo",17357 Stars And Stripes Way,Bloomfield,MO,63825,,,State,Open,36.86264608,-89.93366819
1052,Missouri State Veterans Cemetery at Higginsville,"Missouri State Veterans Cemetery In Higginsville, Mo",20109 S Highway 13,Higginsville,MO,64037,,,State,Open,39.05506104,-93.73319768
1053,Missouri State Veterans Cemetery Jacksonville,"Missouri State Veterans Cemetery Jacksonville, Mo",1479 County Road 1675,Jacksonville,MO,65260,,,State,Open,39.62056193,-92.34338947
1054,Missouri State Veterans Cemetery at Springfield,"Missouri Veterans Cemetery Springfield, Mo",5201 S Southwood Rd,Springfield,MO,65804,,,State,Open,37.11784152,-93.23565909
1055,Missiouri State Veterans Cemeteryat Fort Leonard Wood,Fort Leonard Wood,25350 Highway H,Waynesville,MO,65583,,,State,Open,37.78732505,-92.20959805
1056,Montana Veterans State Cemetery,Montana State Veterans Cemetery,1900 Williams St,Helena,MT,59912,,,State,Open,46.61957072,-112.0946012
1057,Eastern Montana Veterans State Cemetery,Eastern Montana State Veterans Cemetery,Highway 59 and Cemetery Road,Miles City,MT,59301,,,State,Open,46.3791498,-105.8213912
1058,Western Montana Veterans State Cemetery,Western Montana Veterans Cemetery,1911 Tower Road,Missoula,MT,59804,,,State,Open,46.85537265,-114.0760694
1059,Nebraska State Cemetery at Alliance,Nebraska State Cemetery at Alliance,2610 County Road 57,Alliance,NE,69301,,,State,Open,42.07423651,-102.8183162
1060,Southern Nevada Memorial Veterans State Cemetery,Southern Nevada Veterans Memorial Cemetery,1900 Buchanan Blvd,Boulder City,NV,89005,,,State,Open,35.94711544,-114.8454574
1061,Northern Nevada Memorial Veterans State Cemetery,Northern Nevada Veterans Memorial Cemetery,14 Veterans Way,Fernley,NV,89408,,,State,Open,39.61735844,-119.229191
1062,New Hampshire Veterans State Cemetery,New Hampshire State Veterans Cemetery,110 Daniel Webster Hwy # 3,Boscawen,NH,03303,,,State,Open,43.31740753,-71.62302961
1063,Doyle Memorial Veterans State Cemetery,Brigadier General William C. Doyle Veterans Memorial Cemetery,"350 Provenceline Road, Rt. #2",Wrightstown,NJ,08562,,,State,Open,40.0692483,-74.5941759
1064,Western Carolina Veterans State Cemetery,Western Carolina State Veterans Cemetery,962 Old US 70 Highway,Black Mountain,NC,28711,,,State,Open,35.60978951,-82.35537367
1065,Coastal Carolina Veterans State Cemetery,Coastal Carolina State Veterans Cemetery,110 Montford Point Road,Jacksonville,NC,28541,,,State,Open,34.74296126,-77.37930006
1066,Sandhills Veterans State Cemetery,Sandhills State Veterans Cemetery,400 Murchison Road,Spring Lake,NC,28390,,,State,Open,35.15267755,-78.96159834
1067,North Dakota Veterans State Cemetery,North Dakota Veterans Cemetery,1825 46th St,Mandan,ND,58554,,,State,Open,46.74916852,-100.8438487
1068,Saipan State Cemetery,CNMI Veterans Cemetery State,P.O. Box 503416,Saipan,MP,96950,,,State,Open,15.286089,145.810772
1069,Ohio Veterans Home State Cemetery,Sandusky,3416 Columbus Avenue,Sandusky,OH,44870,,,State,Open,41.41947495,-82.68997213
1070,Seminole Nation Tribal Veteran's Cemetery,Wewoka,35419 Hwy 59,Seminole,OK,74868,,,State,Open,35.1884485,-96.69749339
1071,Pennsylvania Soldiers' And Sailors' Home State Cemetery,Pennsylvania Soldiers' And Sailors' Home Cemetery,560 East Third Street,Erie,PA,16512,,,State,Open,42.13681541,-80.07526244
1072,Atlantic Garden Veterans Cemetery,Aguadilla,Garden of Eden Boulevard State Rd 110 km6.6,Aguadilla,PR,00603,,,State,Open,18.50060531,-67.09843326
1073,Rhode Island Veterans State Cemetery,Rhode Island Veterans Cemetery,State Rd 110 km6.6,Exeter,RI,02822-9712,,,State,Open,41.54239366,-71.53625417
1074,M.J. Molly Dolly Cooper Veterans State Cemetery,M.J. Molly Dolly Cooper Veterans Cemetery,140 Inway Drive,Anderson,SC,29621,,,State,Open,34.48535608,-82.58072044
1075,Lakota Freedom Veterans State Cemetery,Lakota Freedom Veterans Cemetery,202-35 B.I.A. 2 ,Kyle,SD,57752,,,State,Open,43.45139374,-102.0254939
1076,Sicangu Akicita Owicahe Veterans Cemetery,Rosebud/White River,27404 U.S. Highway 83,White River,SD,57579,,,State,Open,43.429782,-100.7400005
1077,East Tennessee Veterans State Cemetery,East Tennessee State Veterans Cemetery,5901 Lyons View Pike,Knoxville,TN,37919,,,State,Open,35.92630675,-83.99235345
1078,East Tennessee Veterans State Cemetery,Knoxville II,2200 East Governor John Sevier Highway,Knoxville,TN,37920,,,State,Open,35.95061866,-83.80617782
1079,West Tennessee Veterans State Cemetery,West Tennessee Veterans Cemetery,4000 Forest Hill Irene Rd,Memphis,TN,38125,,,State,Open,35.03996948,-89.75963801
1080,Middle Tennessee Veterans State Cemetery,Middle Tennessee Veterans Cemetery,7931 McCrory Ln,Nashville,TN,37221,,,State,Open,36.08655817,-87.02493834
1081,Texas Veterans State Cemetery at Abilene,Texas State Veterans Abilene,7457 W. Lake Rd.,Abilene,TX,79601,,,State,Open,32.51080649,-99.7218718
1082,Coastal Bend Veterans State Cemetery,Coastal Bend State Cemetery,9974 IH 37 Access Rd.,Corpus Christi,TX,78410,,,State,Open,27.84879336,-97.57691123
1083,Central Texas Veterans State Cemetery,Central Texas State Veterans Cemetery,11463 South Highway 195,Killeen,TX,76542,,,State,Open,31.02678097,-97.75638196
1084,Rio Grande Valley Veterans State Cemetery,Rio Grande Valley State Veterans Cemetery,2520 South Inspiration Rd,Mission,TX,78572,,,State,Open,26.23612998,-98.34673759
1085,Utah Veterans State Cemetery,Utah State Veterans Cemetery,17111 S. Camp Williams Road,Bluffdale,UT,84065,,,State,Open,40.44056716,-111.9323953
1086,Vermont Memorial Veterans State Cemetery,Vermont Veterans' Memorial Cemetery,487 Furnace Rd,Randolph Center,VT,05061,,,State,Open,43.94324214,-72.59775546
1087,Virginia Veterans State Cemetery at Amelia,Virginia Veterans State Cemetery at Amelia,10300 Pridesville Rd,Amelia,VA,23002,,,State,Open,37.35897758,-77.99681014
1088,Dublin Sate Cemetery,Southwest Virginia Veterans State Cemetery,5550 Bagging Plant Rd.,Dublin,VA,24084,,,State,Open,37.10108436,-80.67661933
1089,"Albert G. Horton, Jr. Memorial Veterans State Cemetery","Albert G. Horton, Jr. Memorial Veterans Cemetery",5310 Milner's Road,Suffolk,VA,23434,,,State,Open,36.82315615,-76.63986593
1090,Washington Veterans State Cemetery at Medical Lake,Medical Lake,21702 W Espanola Rd.,Medical Lake,WA,99022,,,State,Open,47.58450444,-117.7120673
1091,Donel Kinnard Memorial State Veterans Cemetery,Charleston,130 Academy Drive,Dunbar,WV,25064,,,State,Open,38.38009044,-81.75757098
1092,Central Wisconsin Memorial Veterans State Cemetery,Central Wisconsin Veterans Memorial Cemetery,"N2665, Highway QQ",King,WI,54946,,,State,Open,44.35489705,-89.11832906
1093,Northern Wisconsin Veterans Memorial State Cemetery,Northern Wisconsin Veterans Memorial Cemetery,N4063 Veterans Way,Spooner,WI,54801,,,State,Open,45.84344994,-91.90056919
1094,Southern Wisconsin Veterans Memorial State Cemetery,Southern Wisconsin Veterans Memorial Cemetery,21731 Spring Street,Union Grove,WI,53182,,,State,Open,42.69857385,-88.08561693
1095,Oregon Trail Veterans State Cemetery,Oregon Trail Veterans Cemetery,89 Cemetery Road,Evansville,WY,82636,,,State,Open,42.87942663,-106.2109698
1099,Northeast Louisiana Veterans State Cemetery,Northeast Louisiana Veterans Cemetery,US Highway 425,Rayville,LA,71269,,,State,Open,32.42335632,-91.76255834
800,Alton National Cemetery,Alton National Cemetery,600 Pearl Street,Alton,IL,62002,,,National,Cremation,38.89053865,-90.1631495
801,Annapolis National Cemetery,Annapolis National Cemetery,800 West St,Annapolis,MD,21401,,,National,Closed,38.97653466,-76.50543359
802,Baltimore National Cemetery,Baltimore National Cemetery,5501 Frederick Ave,Catonsville,MD,21228,,,National,Cremation,39.27841435,-76.70907064
803,Bath National Cemetery,Bath National Cemetery,VAMC 76 Veterans Ave,Bath,NY,14810,,,National,Open,42.34740834,-77.35059925
804,Beverly National Cemetery,Beverly National Cemetery,916 Bridgeboro Rd,Beverly,NJ,08010,,,National,Closed,40.05370368,-74.92097555
805,Calverton National Cemetery,Calverton National Cemetery,210 Princeton Blvd,Calverton,NY,11933,,,National,Open,40.923005,-72.81473947
806,Camp Butler National Cemetery,Camp Butler National Cemetery,5063 Camp Butler Rd,Springfield,IL,62707,,,National,Open,39.83199562,-89.55687886
807,Crown Hill National Cemetery,Crown Hill National Cemetery,700 W 38th St,Indianapolis,IN,46208,,,National,Closed,39.81707478,-86.17257024
808,Cypress Hills National Cemetery,Cypress Hills National Cemetery,625 Jamaica Ave,Brooklyn,NY,11208,,,National,Closed,40.68595218,-73.88125999
809,Danville IL National Cemetery,Danville National Cemetery,1900 E Main St,Danville,IL,61832,,,National,Open,40.12712513,-87.58296692
810,Dayton National Cemetery,Dayton National Cemetery,4100 W Third St,Dayton,OH,45428,,,National,Open,39.74828397,-84.25912132
811,Finn's Point National Cemetery,Finn's Point National Cemetery,454 Fort Mott Rd,Salem,NJ,08079,,,National,Cremation,39.61029263,-75.55531604
812,Grafton National Cemetery,Grafton National Cemetery,431 Walnut St,Grafton,WV,26354,,,National,Closed,39.33613622,-80.02982141
813,Indiantown Gap National Cemetery,Indiantown Gap National Cemetery,RR 2 Box 484,Annville,PA,17003,,,National,Open,40.41981275,-76.57783921
814,Keokuk National Cemetery,Keokuk National Cemetery,1701 J St,Keokuk,IA,52632,,,National,Open,40.40086704,-91.40244463
815,Long Island National Cemetery,Long Island National Cemetery,2040 Wellwood Ave,Farmingdale,NY,11735,,,National,Cremation,40.75058668,-73.4012135
816,Loudon Park National Cemetery,Loudon Park National Cemetery,3445 Frederick Ave,Baltimore,MD,21228,,,National,Closed,39.28126635,-76.67524776
817,Marion National Cemetery,Marion National Cemetery,1700 E 38th St,Marion,IN,46952,,,National,Open,40.52373576,-85.63033248
818,Massachusetts National Cemetery,Massachusetts National Cemetery,1 Connery Ave,Bourne,MA,02532,,,National,Open,41.6757223,-70.58223387
819,Philadelphia National Cemetery,Philadelphia National Cemetery,Haines Street & Limekiln Pike,Philadelphia,PA,19138,,,National,Closed,40.05863857,-75.15294733
820,Quincy National Cemetery,Quincy National Cemetery,36th and Maine Street,Quincy,IL,62301,,,National,Closed,39.93220046,-91.35607805
821,Rock Island National Cemetery,Rock Island National Cemetery,Rock Island Arsenal Bldg 118,Rock Island,IL,61299,,,National,Open,41.51498269,-90.52394471
822,Togus National Cemetery,Togus National Cemetery,1 Va Ctr,Augusta,ME,04330,,,National,Closed,44.27649439,-69.69788778
823,Wood National Cemetery,Wood National Cemetery,5000 W National Ave,Milwaukee,WI,53295,,,National,Closed,43.02022016,-87.98180359
824,Woodlawn National Cemetery,Woodlawn National Cemetery,1825 Davis St,Elmira,NY,14901,,,National,Cremation,42.11110535,-76.8265683
825,Alexandria LA National Cemetery,Alexandria National Cemetery,209 E Shamrock Ave,Pineville,LA,71360,,,National,Closed,31.32156386,-92.43302134
826,Alexandria VA National Cemetery,Alexandria National Cemetery,1450 Wilkes St,Alexandria,VA,22314,,,National,Cremation,38.80176524,-77.05775262
827,Balls Bluff National Cemetery,Balls Bluff National Cemetery,400 Battlefield Parkway,Leesburg,VA,20176,,,National,Closed,39.13183562,-77.52753748
828,Barrancas National Cemetery,Barrancas National Cemetery,NAS '80 Hovey Rd,Pensacola,FL,32508,,,National,Open,30.35534133,-87.28410176
829,Baton Rouge National Cemetery,Baton Rouge National Cemetery,220 N 19th St,Baton Rouge,LA,70806,,,National,Closed,30.44935213,-91.1691463
830,Bay Pines National Cemetery,Bay Pines National Cemetery,10000 Bay Pines Blvd N.,St. Petersburg,FL,33708,,,National,Cremation,27.8088039,-82.77424335
831,Beaufort National Cemetery,Beaufort National Cemetery,1601 Boundary St,Beaufort,SC,29902,,,National,Open,32.43981866,-80.67990294
832,Biloxi National Cemetery,Biloxi National Cemetery,400 Veterans Ave,Biloxi,MS,39535,,,National,Open,30.40910308,-88.94711815
833,Camp Nelson National Cemetery,Camp Nelson National Cemetery,6980 Danville Rd,Nicholasville,KY,40356,,,National,Open,37.78753865,-84.60597982
834,Cave Hill National Cemetery,Cave Hill National Cemetery,701 Baxter Ave,Louisville,KY,40204,,,National,Closed,38.24943084,-85.72231204
835,Chattanooga National Cemetery,Chattanooga National Cemetery,1200 Bailey Ave,Chattanooga,TN,37404,,,National,Open,35.03339657,-85.28616542
836,City Point National Cemetery,City Point National Cemetery,10th Avenue & Davis Street,Hopewell,VA,23860,,,National,Closed,37.30560516,-77.29669073
837,Cold Harbor National Cemetery,Cold Harbor National Cemetery,6038 Cold Harbor Rd,Mechanicsville,VA,23111,,,National,Closed,37.58910457,-77.27985333
838,Corinth National Cemetery,Corinth National Cemetery,1551 Horton St,Corinth,MS,38834,,,National,Open,34.92526675,-88.51018413
839,Culpeper National Cemetery,Culpeper National Cemetery,305 U S Ave,Culpeper,VA,22701,,,National,Open,38.47013073,-77.99221713
840,Danville KY National Cemetery,Danville National Cemetery,277 N First St,Danville,KY,40422,,,National,Closed,37.65302376,-84.77039109
841,Danville VA National Cemetery,Danville National Cemetery,721 Lee St,Danville,VA,24541,,,National,Cremation,36.57733138,-79.39009935
842,Fayetteville National Cemetery,Fayetteville National Cemetery,700 Government Ave,Fayetteville,AR,72701,,,National,Open,36.05318232,-94.16782221
843,Florence National Cemetery,Florence National Cemetery,803 E National Cemetery Rd,Florence,SC,29501,,,National,Open,34.18338073,-79.75156044
844,Fort Gibson National Cemetery,Fort Gibson National Cemetery,1423 Cemetery Rd,Fort Gibson,OK,74434,,,National,Open,35.80564193,-95.23029449
845,Fort Harrison National Cemetery,Fort Harrison National Cemetery,8620 Varina Rd,Richmond,VA,23231,,,National,Closed,37.42865643,-77.36618209
846,Fort Sam Houston National Cemetery,Fort Sam Houston National Cemetery,1520 Harry Wurzbach Rd,San Antonio,TX,78209,,,National,Open,29.47683488,-98.43427912
847,Fort Smith National Cemetery,Fort Smith National Cemetery,522 Garland Ave & South 6th St,Fort Smith,AR,72901,,,National,Open,35.38466829,-94.42778296
848,Glendale National Cemetery,Glendale National Cemetery,8301 Willis Church Rd,Richmond,VA,23231,,,National,Closed,37.43617874,-77.23513121
849,Hampton National Cemetery,Hampton National Cemetery,41 County Street,Hampton,VA,23669,,,National,Closed,37.02234934,-76.32623256
850,Hampton VA National Cemetery,Hampton National Cemetery,100 Emancipation Dr,Hampton,VA,23667,,,National,Closed,37.01850725,-76.33100445
851,Houston National Cemetery,Houston National Cemetery,10410 Veterans Memorial Dr,Houston,TX,77038,,,National,Open,29.93354992,-95.45530261
852,Jefferson Barracks National Cemetery,Jefferson Barracks National Cemetery,2900 Sheridan Rd,Saint Louis,MO,63125,,,National,Open,38.50159721,-90.28845942
853,Jefferson City National Cemetery,Jefferson City National Cemetery,1024 E McCarty St,Jefferson City,MO,65101,,,National,Closed,38.56692844,-92.16119357
854,Kerrville National Cemetery,Kerrville National Cemetery,3600 Memorial Blvd,Kerrville,TX,78028,,,National,Closed,30.01396981,-99.1097809
855,Knoxville National Cemetery,Knoxville National Cemetery,939 Tyson St NW,Knoxville,TN,37917,,,National,Cremation,35.97606755,-83.92653767
856,Lebanon National Cemetery,Lebanon National Cemetery,20 Highway 208,Lebanon,KY,40033,,,National,Open,37.55296176,-85.2697564
857,Lexington National Cemetery,Lexington National Cemetery,833 W Main St,Lexington,KY,40508,,,National,Closed,38.05730212,-84.51033957
858,Little Rock National Cemetery,Little Rock National Cemetery,2523 Confederate Blvd,Little Rock,AR,72206,,,National,Closed,34.72425244,-92.25960203
859,Marietta National Cemetery,Marietta National Cemetery,500 Washington Ave NE,Marietta,GA,30060,,,National,Closed,33.95205265,-84.54337756
860,Memphis National Cemetery,Memphis National Cemetery,3568 Townes Ave,Memphis,TN,38122,,,National,Cremation,35.17388355,-89.94092998
861,Mill Springs National Cemetery,Mill Springs National Cemetery,9044 W Highway 80,Nancy,KY,42544,,,National,Open,37.06840893,-84.73773691
862,Mobile National Cemetery,Mobile National Cemetery,1202 Virginia St,Mobile,AL,36604,,,National,Closed,30.67347236,-88.06402006
863,Mound City -IL National Cemetery,Mound City National Cemetery,Junction Highway 37 & 51,Mound City,IL,62963,,,National,Open,37.08694665,-89.17813896
864,Mountain Home National Cemetery,Mountain Home National Cemetery,Bldg 117 J.H. Quillen Sidney Street,Mountain Home,TN,37684,,,National,Open,36.31068772,-82.3736422
865,Nashville National Cemetery,Nashville National Cemetery,1420 Gallatin Road S,Madison,TN,37115,,,National,Cremation,36.24167263,-86.72340768
866,Natchez National Cemetery,Natchez National Cemetery,41 Cemetery Rd,Natchez,MS,39120,,,National,Open,31.58017377,-91.39603927
867,New Albany National Cemetery,New Albany National Cemetery,1943 Ekin Ave,New Albany,IN,47150,,,National,Cremation,38.29924835,-85.80485025
868,New Bern National Cemetery,New Bern National Cemetery,1711 National Ave,New Bern,NC,28560,,,National,Closed,35.12418093,-77.05201445
870,Port Hudson National Cemetery,Port Hudson National Cemetery,20978 Port Hickey Rd,Zachary,LA,70791,,,National,Cremation,30.66078704,-91.27601612
871,Puerto Rico National Cemetery,Puerto Rico National Cemetery,50 Ave Cementerio Nacional,Bayamon,PR,00961,,,National,Open,18.40904875,-66.1716225
872,Quantico National Cemetery,Quantico National Cemetery,18424 Joplin Road (Route 619),Triangle,VA,22172,,,National,Open,38.55250421,-77.35751837
873,Raleigh National Cemetery,Raleigh National Cemetery,501 Rock Quarry Rd,Raleigh,NC,27610,,,National,Closed,35.77461372,-78.621391
874,Richmond National Cemetery,Richmond National Cemetery,1701 Williamsburg Rd,Richmond,VA,23231,,,National,Closed,37.51515226,-77.39321026
875,St. Augustine National Cemetery,St. Augustine National Cemetery,104 Marine St,Saint Augustin,FL,32084,,,National,Closed,29.88635671,-81.30940206
876,Salisbury National Cemetery,Salisbury National Cemetery,501 Statesville Blvd,Salisbury,NC,28144,,,National,Open,35.6615878,-80.47371374
877,San Antonio National Cemetery,San Antonio National Cemetery,517 Paso Hondo Street,San Antonio,TX,78202,,,National,Cremation,29.42122868,-98.46673554
878,Seven Pines National Cemetery,Seven Pines National Cemetery,400 E Williamsburg Rd,Sandston,VA,23150,,,National,Closed,37.52026015,-77.30200669
879,Springfield National Cemetery,Springfield National Cemetery,1702 E Seminole St,Springfield,MO,65804,,,National,Cremation,37.1742247,-93.26396033
880,Staunton National Cemetery,Staunton National Cemetery,901 Richmond Ave,Staunton,VA,24401,,,National,Closed,38.14026937,-79.04993499
881,Wilmington National Cemetery,Wilmington National Cemetery,2011 Market St,Wilmington,NC,28403,,,National,Closed,34.23762207,-77.92262001
882,Winchester National Cemetery,Winchester National Cemetery,401 National Ave,Winchester,VA,22601,,,National,Closed,39.18506671,-78.15626476
883,Zachary Taylor National Cemetery,Zachary Taylor National Cemetery,4701 Brownsboro Rd,Louisville,KY,40207,,,National,Closed,38.27658586,-85.64155017
884,Black Hills National Cemetery,Black Hills National Cemetery,20901 Pleasant Valley Dr,Sturgis,SD,57785,,,National,Open,44.37050963,-103.4741023
885,Fort Bayard National Cemetery,Fort Bayard National Cemetery,200 Camino De Paz,Fort Bayard,NM,88036,,,National,Open,32.79880195,-108.1538256
886,Fort Bliss National Cemetery,Fort Bliss National Cemetery,5200 Fred Wilson Road,Fort Bliss,TX,79906,,,National,Open,31.82604197,-106.4237934
